Index,Bandwidth
0.000512,7624.11
0.001024,8105.83
0.002048,7401.85
0.004096,8612.98
0.008192,7217.85
0.016384,9394.47
0.032768,7031.48
0.065536,9472.10
0.131072,11623.84
0.262144,7660.58
0.524288,12454.91
1.05,12452.93
2.10,8538.23
4.19,7158.87
8.39,6710.89
16.78,6717.60
33.55,12429.87
67.11,13210.41
134.22,20633.01
268.44,21975.89
536.87,21404.63
1073.74,21865.35
2147.48,21975.66
